Sentence,Hyperbole,Metaphor
"He had heard that on a corner of Nellis Air Force Base nearby , a squadron of Stealth fighters was housed in hangars during the day , out of sight of Soviet satellites , and flown only at night",0,0
The assailants escaped on a waiting speedboat,0,0
"The airline said its load factor , or the percentage of available seats filled , was 60.4 % in August , unchanged from a year earlier",0,0
"That aspect of what they did will be missed , '' said Joseph Ostrow , world - wide media director for ad agency Foote , Cone & Belding Communications Inc",0,0
"Load factor , or percentage of seats filled , was 56.5 % in December , down slightly from 56.6 % in the year - ago period",0,0
"One also - ran , Naruemol Sillapee , grabbed the tiara from newly crowned Saengravi Wan wilai 's coiffure , and clapped it on the curls of first runner - up Duangduan Chithaisong , while other contestants applauded",0,0
The Helmsley does n't hold smiling classes and its bellboys do n't don white gloves before delivering a phone message or grasp a baggage - claim check with both hands - - never just one - - before bestowing it with a slight bow to a departing guest,0,0
"Describing himself as a `` hands - on manager , '' Mr. Thomas said it is `` a little early '' to discuss his goal for ITT , `` but I would say the important thing is to be sure we strike a balance , to develop our - LRB - manufactured - RRB - products and businesses so they are a similar size and stature to the service business",0,0
"Latest net income included a $ 46 million after - tax accounting reserve for certain real estate acquired in 1986 by SunCor Development Partners , a partnership of the company 's that was dissolved earlier this year ; and a $ 9 million after - tax adjustment of Malapai Resources Co. uranium inventory balances",0,0
"Imports grew at a fast rate , he said , because of the flourishing re - export trade and , to a lesser extent , because of strong domestic demand",0,0
"With cellular phones in particular , Mr. Moran said , `` I do n't think the investment community grasps the magnitude of the growth in that industry .",0,0
"The law has been attacked by the National Press Association in Chile , which groups most of the country 's newspapers and magazines , and by local officials of the Roman Catholic Church",0,0
Morty Bennett eats a scallop and shrimp entree at a Chinese restaurant in Miami,0,0
"Last year , more than 10 , 000 Soviets died from drinking home brew or spirits , and more than a half - million people nationwide were punished for moonshining , newspaper reports have said",0,0
The sensitivity of the Jewish vote is illustrated by the fact that the Bush campaign dissolved an early advisory group on the Middle East in part because it was seen as too pro - Arab,0,0
"Israeli soldiers raided two isolated villages in the West Bank , killing a Palestinian youth after they were surrounded by hundreds of stone - throwing protesters",0,0
Other House members touched by scandal were locked in tight races,0,0
"John LaWare , chairman of Boston - based Shawmut National Corp . , has emerged as the leading candidate to fill the vacant seat on the Federal Reserve Board",0,0
Connecticut 's state pension plan has lent $ 475 million since 1981 for in - state mortgages,0,0
They were then flown by DC - 6 to a narcotics cartel in Colombia,0,0
A mergers and acquisitions expert close to the fight said that Bank of New York might have been able to strike a deal with Irving had it not rebuffed Irving 's recent overtures to come to the bargaining table,0,0
"One of the most striking examples of the trend is Gilead Sciences Inc. in Foster City , Calif . , a company devoted exclusively to genetic targeting",0,0
"Other regions should escape relatively unscathed , she says",0,0
"According to Kurdish refugees fleeing into neighboring Turkey , hundreds have been killed and thousands wounded in the current campaign",0,0
"Long - term interest rates will plummet to their lowest level in 25 years as fears evaporate about swollen budget deficits , rising inflation and an over - leveraged corporate America",0,0
"`` I ca n't get rid of them , '' she says , as her eyes fill with tears",0,0
Operation Hunger recently studied 28 rural black communities and found evidence of malnutrition in more than half of the children examined,0,0
Another public company probably would n't want its own stock price dragged down by tobacco,0,0
"Their primary concern is that the latest campaign , like many others before it , will soon wither away , leaving the gangs firmly in control and more contemptuous of the law than ever",0,0
"At the same time , lower fuel prices have kept it economical to fly older planes like the 737 and given them unexpected longevity",0,0
"One branch of Superior Training Services , an Indianapolis - based career - school chain , showed $ 24 million in defaults , or 44 % of the money lent to its students , in a state governments ' study",0,0
"If yesterday 's accident was linked to any internal weakness at Delta , the problem escaped the notice of an exhaustive internal investigation last year to see whether any of the mishaps were connected",0,0
